datetimestamp_utc,latitude,longitude,altitude
2024-10-04T00:12:49,,,
2024-10-04T00:13:49,,,
2024-10-04T00:14:49,,,
datetimestamp_utc,latitude,longitude,altitude
2024-10-04T02:22:23,,,
2024-10-04T02:23:23,,,
2024-10-04T02:24:23,,,
2024-10-04T02:25:23,,,
2024-10-04T02:26:23,,,
2024-10-04T02:27:23,,,
